x, y, th, stamp, 
-1.999935837991595, -0.5000010045434258, 3.4448731651802285e-06, 112949000000, 
-1.9999358144258517, -0.5000010045363901, 3.445960621723714e-06, 112983000000, 
-1.9999357804796463, -0.5000010046175661, 3.4471554992026677e-06, 113017000000, 
-1.9999357734022567, -0.5000010045530587, 3.4481237062660474e-06, 113051000000, 
-1.9987812200002408, -0.5000010059254912, 4.551033123153097e-06, 113085000000, 
-1.9964709553273028, -0.5000010061650648, 5.118006398357348e-06, 113119000000, 
-1.9930053797189786, -0.5000010065362859, 4.760763908273962e-06, 113153000000, 
-1.9883843451437395, -0.500001003718251, 4.803680608308138e-06, 113187000000, 
-1.9826078433725514, -0.5000009972692577, 5.1315254574750375e-06, 113221000000, 
-1.9756758680253637, -0.5000009897477785, 5.168961703279857e-06, 113255000000, 
-1.9675884150727012, -0.5000009772849777, 5.175766944052265e-06, 113289000000, 
-1.9583454802838056, -0.5000009555626735, 5.326648350942753e-06, 113323000000, 
-1.947947059461936, -0.5000009251610745, 5.403506338721186e-06, 113357000000, 
-1.936393148503115, -0.5000008866169618, 5.413860506053534e-06, 113391000000, 
-1.9236837445273798, -0.5000008369785544, 5.496320588709393e-06, 113425000000, 
-1.9098188436097774, -0.5000007726740203, 5.5957623698406735e-06, 113459000000, 
-1.8951767161251805, -0.4999891539787072, 0.0025189464026042995, 113493000000, 
-1.879981256939466, -0.49988113698557024, 0.013510951252777481, 113527000000, 
-1.8642302581729342, -0.4995191435754011, 0.03373241762735942, 113561000000, 
-1.847920692983086, -0.4987617714796941, 0.05992694451584315, 113595000000, 
-1.831077070696986, -0.4974857293471568, 0.0925032258234439, 113629000000, 
-1.8142586934932237, -0.4956098083567532, 0.1295000028093358, 113663000000, 
-1.7975127072963573, -0.4931317498494142, 0.16351529250622993, 113697000000, 
-1.7808532653702827, -0.49010456999010116, 0.19589481118871643, 113731000000, 
-1.7643071630977214, -0.48652503952209036, 0.2302848963527637, 113765000000, 
-1.7478963589836305, -0.48237129068526385, 0.2650679248913811, 113799000000, 
-1.731634330519444, -0.4776590875849929, 0.2986158926124299, 113833000000, 
-1.7155388025853198, -0.47240547688213325, 0.33225822362894875, 113867000000, 
-1.6996327104731923, -0.46660793621335783, 0.36657750237727266, 113901000000, 
-1.6839340693910327, -0.46026854053444954, 0.40067330169376025, 113935000000, 
-1.6684581580447244, -0.4534005318311676, 0.4344340876123381, 113969000000, 
-1.6532232982888777, -0.44601274658187556, 0.4684018085468323, 114003000000, 
-1.6382486992322298, -0.438109980574624, 0.5025077029055198, 114037000000, 
-1.6235510424955948, -0.4297015137819699, 0.5364664844993635, 114071000000, 
-1.6091464477955864, -0.4207990145260848, 0.570382783207992, 114105000000, 
-1.5950520813852647, -0.4114123618529455, 0.6043830643566638, 114139000000, 
-1.5812881385186086, -0.40155670510009894, 0.6383798045579698, 114173000000, 
-1.5679485706957195, -0.3912993423661599, 0.6730453782895771, 114207000000, 
-1.5550082683404916, -0.3805917978972504, 0.7092294116964186, 114241000000, 
-1.5424539429020783, -0.36943566526321797, 0.7451009691513035, 114275000000, 
-1.530276437411143, -0.3577980895852904, 0.7801953834548249, 114309000000, 
-1.5184860614780626, -0.34571149705855064, 0.8148496844084379, 114343000000, 
-1.5071010516843817, -0.3332055322453981, 0.8491914328120038, 114377000000, 
-1.5019083049047965, -0.3279430493548441, 0.8848313652144764, 114411000000, 
-1.4981022781629043, -0.3262056913486308, 0.9210724054799347, 114445000000, 
-1.4945551999312452, -0.32238412781966574, 0.9616939623820152, 114479000000, 
-1.4911736424763649, -0.32262646203557777, 1.002617450834953, 114513000000, 
-1.4865231638971674, -0.3177817329071382, 1.0489198821925727, 114547000000, 
-1.4818003206177723, -0.3151070026626753, 1.1182341292762377, 114581000000, 
-1.47653563183112, -0.31056845777512, 1.199665593716836, 114615000000, 
-1.4727624391333334, -0.30488010546554006, 1.3023669221683714, 114649000000, 
-1.4715762151255256, -0.29717385672760005, 1.4271263938204874, 114683000000, 
-1.472348335614253, -0.28842796530694687, 1.5653515090553127, 114717000000, 
-1.474844538763361, -0.29705102157297414, 1.7008208259404534, 114751000000, 
-1.4847582516677977, -0.3086784156423297, 1.8356977922964073, 114785000000, 
-1.4943638965910155, -0.32238105835880687, 1.9709022606631323, 114819000000, 
-1.5020544955310948, -0.3373055679621461, 2.1067515999454485, 114853000000, 
-1.5076717595177163, -0.3531530089524177, 2.2433212476400937, 114887000000, 
-1.5111133072014251, -0.3696206398773762, 2.3806095360924133, 114921000000, 
-1.5122860022513944, -0.3863532364079969, 2.5186069083580143, 114955000000, 
-1.5110524897979227, -0.40242008317006084, 2.657352926255074, 114989000000, 
-1.5081145698879914, -0.41707409213755275, 2.796810203942092, 115023000000, 
-1.5055684794014317, -0.42896109510487684, 2.9366064519223216, 115057000000, 
-1.510480275806994, -0.4394529907563466, 3.075540991043101, 115091000000, 
-1.519629643506355, -0.4526770560419933, -3.069587912816701, 115125000000, 
-1.5271472502167491, -0.4673635939321195, -2.9319737709258, 115159000000, 
-1.5326744458430122, -0.4829085429639583, -2.7948850173553006, 115193000000, 
-1.5361168060426587, -0.49903919547707115, -2.658409636404812, 115227000000, 
-1.5374140169491777, -0.5154701960896707, -2.5226224037623117, 115261000000, 
-1.5365426086624168, -0.5319109114080766, -2.3875556777483813, 115295000000, 
-1.5335155953291877, -0.5480738211436225, -2.2531702487137597, 115329000000, 
-1.5283811309340718, -0.5636768551971945, -2.119377667600966, 115363000000, 
-1.521223787653086, -0.5784421369854573, -1.9860944153372648, 115397000000, 
-1.512166843896938, -0.5920999933405241, -1.8532629156538636, 115431000000, 
-1.5013494366036757, -0.6043730595603742, -1.7208518196520868, 115465000000, 
-1.4931724917246099, -0.62055149594821, -1.5896259156582146, 115499000000, 
-1.4919236295332623, -0.6455509319497031, -1.4607632555680845, 115533000000, 
-1.487463541376155, -0.6699461137883778, -1.3331833857390962, 115567000000, 
-1.478096276517891, -0.6913383166494722, -1.2067228190468489, 115601000000, 
-1.4713614867878335, -0.7027762335572986, -1.0864086685252552, 115635000000, 
-1.466361653557594, -0.7116513748341851, -0.9696036289769525, 115669000000, 
-1.4603625270201286, -0.7199298985351321, -0.853243113755035, 115703000000, 
-1.453318020782852, -0.7273693860405824, -0.7374122884745591, 115737000000, 
-1.4454381008323303, -0.7339655923297833, -0.6220147607956311, 115771000000, 
-1.4368236643762955, -0.7396128288446946, -0.5070642422316914, 115805000000, 
-1.427583255272818, -0.744213050050133, -0.3926048964526915, 115839000000, 
-1.4178405997291104, -0.7476784062070114, -0.2786344233160223, 115873000000, 
-1.4080038359651623, -0.7498236584507947, -0.16524830218838868, 115907000000, 
-1.3982304579021347, -0.7508511660554483, -0.05268548114800273, 115941000000, 
-1.388749357579443, -0.7504034686417538, 0.0589633951963312, 115975000000, 
-1.3803616714780396, -0.7482022142521723, 0.16945174854522224, 116009000000, 
-1.3838406207620486, -0.7396472668225998, 0.27834140795787804, 116043000000, 
-1.3945973427901226, -0.7321119569442134, 0.3868386755100093, 116077000000, 
-1.4061870136039467, -0.7257829687470698, 0.49559875374899454, 116111000000, 
-1.4183896133520009, -0.7207310401963185, 0.6046225148477428, 116145000000, 
-1.4310579797579304, -0.7170107587021706, 0.7138875935715348, 116179000000, 
-1.4440459589527275, -0.7146586092545169, 0.8234052103761569, 116213000000, 
-1.4572111742521963, -0.7136964350022098, 0.9332222762560602, 116247000000, 
-1.4704099374456483, -0.7141342498761846, 1.0433714478662603, 116281000000, 
-1.4834921368961314, -0.7159683461692844, 1.1538245401593044, 116315000000, 
-1.4963038885895816, -0.7191777640972807, 1.264500767482332, 116349000000, 
-1.5086958111139641, -0.7237245127644051, 1.3753179291615396, 116383000000, 
-1.5205281357439264, -0.7295572747816751, 1.486227426978648, 116417000000, 
-1.531668894720936, -0.7366133347271758, 1.5971988599351845, 116451000000, 
-1.5419905199427515, -0.7448166028527039, 1.708183326001769, 116485000000, 
-1.5513710087453256, -0.7540758525230662, 1.8191066371768265, 116519000000, 
-1.559692957903203, -0.7642910107707391, 1.9298999405888848, 116553000000, 
-1.5668517740397108, -0.7753510175203762, 2.0405250443295726, 116587000000, 
-1.572769875759428, -0.7871252811173277, 2.1509607930557473, 116621000000, 
-1.5773714978580087, -0.7994790125743417, 2.2611740856453184, 116655000000, 
