acc_x, acc_y, angular_z, stamp, 
0.01235121488571167, 0.02088022232055664, 3.985411230274626e-10, 1707435819639062204, 
0.0033306479454040527, 0.02692592144012451, -3.2107637685063623e-06, 1707435819727138341, 
-0.0002206563949584961, -0.012521624565124512, 3.865451627885132e-10, 1707435819757142272, 
-0.013031005859375, -0.012558519840240479, 2.0351713120854848e-10, 1707435819787127104, 
-0.014806389808654785, 0.005494356155395508, 1.6978239806273967e-10, 1707435819799018561, 
0.013921678066253662, -0.003322601318359375, 1.8962812840869244e-10, 1707435819817230647, 
-0.0149763822555542, 0.01993805170059204, -1.4823991844576659e-06, 1707435819837331189, 
0.0011510252952575684, 0.010924279689788818, 1.2332048338017538e-10, 1707435819847190209, 
0.011967599391937256, -0.003336787223815918, -3.002266418706074e-06, 1707435819857116361, 
0.013601243495941162, -0.0016977787017822266, 8.202410190138037e-11, 1707435819867115852, 
-0.011543631553649902, -0.0034409165382385254, 4.7388750951654285e-11, 1707435819878626039, 
-0.02054530382156372, -0.02318960428237915, -3.521609690045174e-06, 1707435819887088580, 
-0.007905960083007812, -0.005105853080749512, 7.852180374508042e-11, 1707435819897145620, 
0.020798206329345703, -0.006870865821838379, 4.697624409858293e-11, 1707435819909560417, 
0.020712196826934814, 0.0020998716354370117, 4.7778006545395115e-11, 1707435819917299630, 
0.002706587314605713, -0.003236114978790283, 3.6683896868619314e-11, 1707435819927104028, 
0.00612872838973999, 0.00023102760314941406, 3.381705395803516e-11, 1707435819937193885, 
0.002556324005126953, 0.003963351249694824, -3.966875283801663e-12, 1707435819947175612, 
-0.03335380554199219, 0.012973427772521973, -3.2950628553806272e-12, 1707435819958585778, 
-0.013557851314544678, -0.026462256908416748, 1.837278481551694e-12, 1707435819967122268, 
0.01148444414138794, 0.0039612650871276855, -2.962951479367755e-06, 1707435819977180577, 
-0.006353020668029785, -0.00481104850769043, 6.8548651560544466e-12, 1707435819989570890, 
