acc_x, acc_y, angular_z, stamp, 
0.023550212383270264, -0.014865994453430176, 2.3362788790260726e-06, 1707435793428946241, 
0.019916296005249023, -0.007699131965637207, 4.1004829365693695e-06, 1707435793436213988, 
0.00018346309661865234, -0.01837337017059326, 2.974673469949089e-06, 1707435793446232294, 
-0.0034508705139160156, -0.016558825969696045, 2.876345391259428e-06, 1707435793456593058, 
-0.003394901752471924, -0.011007070541381836, -1.250069669621992e-10, 1707435793466164295, 
0.014476656913757324, 0.0033348798751831055, -1.1176928534776046e-10, 1707435793477283794, 
0.0036722421646118164, -0.005574703216552734, -1.3688339887671426e-10, 1707435793486243849, 
-0.01609724760055542, -0.010896503925323486, -1.2670381427090326e-10, 1707435793496334973, 
0.021585702896118164, 0.02337193489074707, -2.478738232827966e-10, 1707435793516193648, 
0.007167458534240723, -0.01428920030593872, -1.1547287689802869e-10, 1707435793526216507, 
0.01066434383392334, 0.007256805896759033, 2.9601389176288007e-06, 1707435793536284023, 
-0.00912785530090332, -0.0034638643264770508, 3.0058194152884582e-06, 1707435793546198540, 
0.0052086710929870605, -0.010569155216217041, -8.105497350982223e-11, 1707435793557663548, 
0.028470337390899658, 0.032539427280426025, -8.612476401025048e-11, 1707435793566412923, 
-0.0057718753814697266, 0.018082737922668457, -7.266934436683942e-11, 1707435793576234733, 
0.012091279029846191, 0.014428138732910156, -4.2447752006962826e-11, 1707435793588747740, 
0.02271568775177002, 0.03224295377731323, 4.0018380592046225e-06, 1707435793596194780, 
0.006528496742248535, -0.010796844959259033, 2.95382949273837e-06, 1707435793606284077, 
0.011744797229766846, -0.005532741546630859, -7.346619643611267e-12, 1707435793616241544, 
0.013423740863800049, -0.00016951560974121094, 3.329157801796101e-12, 1707435793626178377, 
0.0025056004524230957, -0.014582216739654541, 7.327088974166314e-12, 1707435793637204995, 
-0.017381489276885986, -0.009256899356842041, 1.3915455361271186e-11, 1707435793646197774, 
-0.021017491817474365, -0.00026851892471313477, 2.9690399530208928e-06, 1707435793656235558, 
-0.006762146949768066, 0.019235730171203613, 7.016306542433983e-11, 1707435793686209935, 
0.016490161418914795, 0.01903247833251953, 1.6123149507469345e-11, 1707435793696195645, 
-0.019475579261779785, 0.006286919116973877, 1.1518299671378763e-11, 1707435793706178037, 
0.020027518272399902, -0.01714956760406494, 1.4716110698937382e-11, 1707435793726188843, 
0.002011716365814209, -0.004644215106964111, 2.0553627511386135e-12, 1707435793736199406, 
0.007338285446166992, 0.01322793960571289, -4.554779864450378e-12, 1707435793756234431, 
0.00359421968460083, -0.008525967597961426, -6.78850380776552e-12, 1707435793766361544, 
-0.00531005859375, 0.014917194843292236, -1.1372783571105505e-11, 1707435793776231935, 
-0.00722956657409668, 0.03620755672454834, -2.0704475946888183e-11, 1707435793786218470, 
0.014403879642486572, 0.002147972583770752, -2.2671689484033482e-11, 1707435793797526064, 
-0.0019116401672363281, 8.33272933959961e-05, -4.202134679590533e-11, 1707435793806212622, 
0.007133662700653076, 0.01987290382385254, -4.4529128013513134e-11, 1707435793816205960, 
-0.012759625911712646, 0.014182746410369873, -3.949655107802958e-11, 1707435793829577215, 
0.008862197399139404, 0.005215823650360107, -4.4904159146743095e-06, 1707435793836214223, 
-0.00028705596923828125, 0.004884302616119385, -2.972036900215323e-06, 1707435793846242062, 
0.0034291744232177734, 0.012156486511230469, -2.9500459091351175e-06, 1707435793856344682, 
0.005117356777191162, 0.020876049995422363, -9.928538562015362e-11, 1707435793866211341, 
0.0014386773109436035, 0.0026922225952148438, -9.498029969021748e-11, 1707435793878234152, 
-0.009342432022094727, -0.013569533824920654, -1.6109440037141923e-10, 1707435793886238331, 
0.006764769554138184, 0.0006453990936279297, -1.3411943864372084e-10, 1707435793896323670, 
0.001373589038848877, -0.0030579566955566406, -1.5016281908048576e-06, 1707435793916174641, 
-0.016648530960083008, -0.01577538251876831, -1.5271711991089327e-10, 1707435793926462924, 
0.022860288619995117, -0.0032088160514831543, -1.6200289112445628e-10, 1707435793936209144, 
0.012022852897644043, 0.00032204389572143555, -1.7857244360676746e-10, 1707435793946212583, 
-0.014887750148773193, 0.016499698162078857, -2.7122008205507028e-06, 1707435793957201493, 
-0.007775783538818359, 0.025292038917541504, -3.3055865563386917e-06, 1707435793966217768, 
0.006594538688659668, 0.02519392967224121, -2.0439749198928345e-10, 1707435793976250209, 
0.015428483486175537, -0.009189784526824951, -1.9083414404750438e-10, 1707435793987893308, 
-0.006031692028045654, -0.0037175416946411133, -3.5829396168941904e-06, 1707435793996211748, 
-0.0007944703102111816, -0.0057716965675354, -2.954433035426013e-06, 1707435794006299887, 
-0.018646061420440674, 0.0032851696014404297, -2.4286500758252507e-10, 1707435794016302315, 
-0.007920384407043457, 0.02463555335998535, -2.493410864961841e-10, 1707435794026240233, 
-0.022218525409698486, 0.008393466472625732, -2.68277102969422e-06, 1707435794037349860, 
-0.020431339740753174, -0.007982254028320312, -2.575966361332416e-10, 1707435794046223988, 
0.0012467503547668457, -0.02052450180053711, -2.9739442357273684e-06, 1707435794056245852, 
-0.013052284717559814, 0.009823262691497803, -1.4923247787469263e-06, 1707435794076221144, 
0.010504662990570068, 0.008189916610717773, -2.959491586753557e-06, 1707435794086291742, 
-0.01647704839706421, -0.009977102279663086, -1.3579340499625354e-10, 1707435794096355551, 
0.008791029453277588, 0.016998291015625, -1.3733755712779474e-10, 1707435794106241145, 
0.0034232139587402344, -0.0010567307472229004, -2.698745178746341e-06, 1707435794117284622, 
-0.021614909172058105, -0.017201900482177734, -1.3145997201489984e-10, 1707435794126292038, 
-0.0017781257629394531, 0.004330754280090332, -2.918171303279898e-06, 1707435794136505013, 
-0.003542959690093994, 0.006029903888702393, -5.236060495943342e-11, 1707435794147884277, 
-0.010679006576538086, -0.006617426872253418, -3.5261617447382514e-06, 1707435794156336176, 
-0.006921231746673584, -0.004723668098449707, -2.990411681934276e-06, 1707435794166302188, 
0.012899994850158691, -0.0065209269523620605, 1.1763833009202332e-11, 1707435794176469170, 
-0.006773710250854492, 0.0024747848510742188, -3.0159976631291786e-06, 1707435794186350546, 
-0.00674062967300415, -0.008353352546691895, 2.1893414713317096e-11, 1707435794197692008, 
-0.013856172561645508, -0.004776418209075928, -3.495348240324822e-06, 1707435794206218146, 
-0.020930171012878418, 0.014966845512390137, 7.474500425851388e-11, 1707435794216270351, 
-0.00991678237915039, 0.022279024124145508, -2.4056658280985326e-06, 1707435794228658376, 
-0.01168757677078247, -0.010222554206848145, 1.4411059865756715e-10, 1707435794236455851, 
-0.03483176231384277, 0.007755458354949951, -3.0445790548803223e-06, 1707435794246243966, 
-0.0023168325424194336, 0.000574648380279541, 1.8636324673380497e-10, 1707435794256308610, 
-0.007596015930175781, -0.0013228654861450195, -2.9953014383345304e-06, 1707435794266257596, 
0.014095127582550049, 0.018396735191345215, 2.130845431396453e-10, 1707435794277377860, 
0.019565939903259277, -0.0032097697257995605, -3.371496006838873e-06, 1707435794286216579, 
-0.010820567607879639, -0.008555829524993896, 2.849245879192673e-10, 1707435794296201061, 
-0.0036219358444213867, -0.014068186283111572, -2.3904935528296e-06, 1707435794308666913, 
0.003729104995727539, -0.0013786554336547852, -3.946750786292921e-06, 1707435794316217328, 
-0.0033894777297973633, -0.003197014331817627, 3.139422032063323e-10, 1707435794326268072, 
0.018240809440612793, 0.009403645992279053, -2.987413138369943e-06, 1707435794336242999, 
-0.0033333897590637207, 0.007481515407562256, 3.069809371596157e-10, 1707435794346173064, 
0.005692780017852783, 0.005666792392730713, -2.6786800643788304e-06, 1707435794357297644, 
0.021857619285583496, 0.023561179637908936, 3.5309699185571103e-10, 1707435794366179327, 
-0.014033138751983643, -0.0016282200813293457, -2.9758465011729234e-06, 1707435794376193013, 
0.007609963417053223, -0.0033554434776306152, -2.3960769189550035e-06, 1707435794388629682, 
0.005733132362365723, 0.02518320083618164, 4.15111153544248e-10, 1707435794396196268, 
0.00934743881225586, -0.0017791390419006348, -2.972310425431369e-06, 1707435794406221818, 
-0.008605241775512695, 0.019689083099365234, 3.305889827133326e-10, 1707435794416293223, 
0.0021522045135498047, 0.006993532180786133, -2.993240805644748e-06, 1707435794426248638, 
-0.00863736867904663, -0.002109348773956299, -2.625646288090422e-06, 1707435794437597867, 
-0.003199756145477295, 0.01041632890701294, 3.983977846385289e-10, 1707435794446234073, 
