acc_x, acc_y, angular_z, stamp, 
0.025632739067077637, -0.02130943536758423, 1.6096295201514284e-10, 1707435867929572233, 
-0.019351422786712646, 0.027243494987487793, 2.223419117943263e-10, 1707435867937904198, 
-0.01228630542755127, 0.025374948978424072, 1.9845849516861203e-10, 1707435867948845817, 
0.009107470512390137, 0.04315352439880371, 1.8592631174723187e-10, 1707435867961050650, 
0.007208108901977539, 0.01251232624053955, 2.004131250609066e-10, 1707435867968847446, 
-0.010834991931915283, -0.028858482837677002, 1.8262402654145867e-10, 1707435867979159684, 
0.0070157647132873535, -0.009178519248962402, 1.9777763698028721e-10, 1707435867988927549, 
0.012299776077270508, -0.0020394325256347656, 2.2299570900263225e-10, 1707435867997854424, 
0.0031803250312805176, -0.01109987497329712, 1.8187291449608444e-10, 1707435868009093068, 
0.003116309642791748, 0.019430935382843018, 1.4097467561864938e-10, 1707435868019208731, 
0.02815622091293335, 0.014013111591339111, 2.118536668433778e-10, 1707435868027854358, 
0.029757797718048096, 0.006714999675750732, 1.4058900118173834e-10, 1707435868041503247, 
0.0008404254913330078, -0.009538769721984863, 2.1894445903721128e-10, 1707435868048826164, 
0.0007911324501037598, 0.0013245940208435059, 2.284997694222035e-10, 1707435868057860594, 
-0.019137561321258545, 0.011940598487854004, 1.240566087087413e-10, 1707435868067879783, 
-0.010199248790740967, 0.015508174896240234, 1.1435004685248772e-10, 1707435868078804028, 
0.0076215267181396484, -0.00798177719116211, 1.1941628869359995e-10, 1707435868089298181, 
0.016536712646484375, -0.020525574684143066, 1.3318682800496948e-10, 1707435868098785434, 
-0.02485215663909912, -0.01516801118850708, 7.916165472028674e-11, 1707435868108803882, 
-0.021289050579071045, 0.011745214462280273, 9.53529966580984e-11, 1707435868121807011, 
0.007430732250213623, 0.002764105796813965, 1.7369757834741373e-10, 1707435868128845661, 
0.00020706653594970703, 0.015280604362487793, 1.2008326130023182e-10, 1707435868138852773, 
0.010892629623413086, -0.008163809776306152, 1.3186104444813991e-10, 1707435868147866657, 
-0.014232993125915527, -0.0009467005729675293, 1.0667414638625149e-10, 1707435868158816965, 
-0.028637826442718506, -0.0010545849800109863, 2.2357819413413104e-11, 1707435868169106504, 
-0.01778334379196167, 0.006143629550933838, 2.309242052069269e-11, 1707435868178840079, 
-0.0033730268478393555, 0.020443499088287354, 6.433645103190851e-11, 1707435868188829616, 
0.002088010311126709, 0.04192465543746948, -4.854563496966159e-06, 1707435868201107639, 
0.025417625904083252, 0.005856513977050781, -7.717097847226973e-06, 1707435868208831380, 
0.014644443988800049, -0.017539680004119873, -5.916091125919405e-06, 1707435868218906489, 
0.0038465261459350586, 0.009316861629486084, -1.9934737367378314e-11, 1707435868228901775, 
0.0019763708114624023, 0.019911229610443115, -5.98336377018959e-11, 1707435868239075254, 
-0.023127615451812744, -0.007078886032104492, -9.285094385424308e-11, 1707435868249752609, 
0.005593776702880859, -0.008973479270935059, -1.0658383452903211e-10, 1707435868258809124, 
0.019937455654144287, -0.010816693305969238, -9.578897592796926e-11, 1707435868268822820, 
0.012756049633026123, 0.010741889476776123, -7.782654308735399e-11, 1707435868281081863, 
-0.024973511695861816, 0.010657012462615967, -2.242518269544965e-10, 1707435868288790950, 
-0.0017020106315612793, -0.011058688163757324, -1.6792782601445664e-10, 1707435868298848181, 
-0.012479066848754883, 0.008611500263214111, -1.6411460311749541e-10, 1707435868308820430, 
-0.0267789363861084, -0.011166393756866455, -1.5597113275495039e-10, 1707435868318794296, 
-0.008675158023834229, -0.009280204772949219, -1.3757143494749298e-10, 1707435868329475484, 
0.00031578540802001953, 0.004989147186279297, -1.4877991988607958e-10, 1707435868338845773, 
-0.006732046604156494, 0.02478623390197754, -1.3173015564642517e-10, 1707435868348815236, 
-0.013891279697418213, -0.0076708197593688965, -9.754768877020647e-11, 1707435868361416918, 
-0.006588637828826904, 0.003106236457824707, -1.942856149629541e-10, 1707435868368820499, 
0.014951169490814209, 0.004750192165374756, -1.5003938237873234e-10, 1707435868377859678, 
0.018697738647460938, -0.01843130588531494, -1.1824819228810134e-10, 1707435868388902870, 
0.0042244791984558105, -0.03473830223083496, -1.269737051802985e-10, 1707435868398823021, 
-0.006462574005126953, -0.009455263614654541, -1.1625565284589939e-10, 1707435868409227573, 
-0.020846784114837646, 0.004847049713134766, -1.1839985196993086e-10, 1707435868418841941, 
0.00259244441986084, 0.008521676063537598, -6.613249259975143e-06, 1707435868427855018, 
0.01512974500656128, -0.02562892436981201, -9.0185129773825e-11, 1707435868441920635, 
-0.01170039176940918, 0.00685042142868042, -1.087897566054369e-10, 1707435868448846174, 
-0.02063453197479248, 0.024787068367004395, -6.934792127266117e-11, 1707435868458929909, 
0.01716822385787964, 0.0140647292137146, -4.6106030086133877e-11, 1707435868468927296, 
0.01702260971069336, -0.0059209465980529785, -4.994455316303622e-11, 1707435868477861204, 
0.01709878444671631, -0.01295614242553711, -5.703595576338728e-11, 1707435868489162110, 
